5309,Tamarack Road,Salt Lake City,UT,84100,NULL,7/22/2008
5311,Valley Road,Olympia,WA,98507,NULL,7/24/2008
5313,Apple Lane,Juneau,AK,99801,NULL,7/26/2008
5315,Cannery Row,Phoenix,AZ,85011,NULL,7/28/2008
5317,Elm Street,Denver,CO,80201,NULL,7/30/2008
5319,Goshen Road,Tallahassee,FL,32301,NULL,8/1/2008
5321,Island Drive,Honolulu,HI,96800-3017,NULL,8/3/2008
5323,King Street,Baton Rouge,LA,70800,NULL,8/5/2008
5325,Maple Street,Annapolis,MD,21400,NULL,8/7/2008
5327,Oak Drive,Carson City,NV,89701,NULL,8/9/2008
5329,Queen Ann Drive,Salem,OR,97301,NULL,8/11/2008
5331,Stoney Way,Austin,TX,73301,NULL,8/13/2008
5333,University Lane,Richmond,VA,23173-1823,NULL,8/15/2008
5335,Willow Road,Charleston,WV,25300,NULL,8/17/2008
5337,Bowery Estates,Montgomery,AL,36100,NULL,8/19/2008
5339,Dogwood Drive,Sacramento,CA,94203,NULL,8/21/2008
5341,Fir Street,Washington,DC,20510-0001,NULL,8/23/2008
5343,The Highlands,Atlanta,GA,30026,NULL,8/25/2008
5345,James Road,Springfield,IL,62700,NULL,8/27/2008
5347,Larch Mont Road,Boston,MA,02138-7190,NULL,8/29/2008
5349,New Pike Road,Trenton,NJ,8600,NULL,8/31/2008
5351,Pine Place,Albany,NY,12200-2837,NULL,9/2/2008
5353,Race Track Road,Harrisburg,PA,17100,NULL,9/4/2008
5355,Tamarack Road,Salt Lake City,UT,84100,NULL,9/6/2008
5357,Valley Road,Olympia,WA,98507,NULL,9/8/2008
5359,Apple Lane,Juneau,AK,99801,NULL,9/10/2008
5361,Cannery Row,Phoenix,AZ,85011,NULL,9/12/2008
5363,Elm Street,Denver,CO,80201,NULL,9/14/2008
5365,Goshen Road,Tallahassee,FL,32301,NULL,9/16/2008
5367,Island Drive,Honolulu,HI,96800-3017,NULL,9/18/2008
5369,King Street,Baton Rouge,LA,70800,NULL,9/20/2008
5371,Maple Street,Annapolis,MD,21400,NULL,9/22/2008
5373,Oak Drive,Carson City,NV,89701,NULL,9/24/2008
5375,Queen Ann Drive,Salem,OR,97301,NULL,9/26/2008
5377,Stoney Way,Austin,TX,73301,NULL,9/28/2008
5379,University Lane,Richmond,VA,23173-1823,NULL,9/30/2008
5381,Willow Road,Charleston,WV,25300,NULL,10/2/2008
5383,Bowery Estates,Montgomery,AL,36100,NULL,10/4/2008
5385,Dogwood Drive,Sacramento,CA,94203,NULL,10/6/2008
5387,Fir Street,Washington,DC,20510-0001,NULL,10/8/2008
5389,The Highlands,Atlanta,GA,30026,NULL,10/10/2008
5391,James Road,Springfield,IL,62700,NULL,10/12/2008
5393,Larch Mont Road,Boston,MA,02138-7190,NULL,10/14/2008
5395,New Pike Road,Trenton,NJ,8600,NULL,10/16/2008
5397,Pine Place,Albany,NY,12200-2837,NULL,10/18/2008
5399,Race Track Road,Harrisburg,PA,17100,NULL,10/20/2008
5401,Tamarack Road,Salt Lake City,UT,84100,NULL,10/22/2008
5403,Valley Road,Olympia,WA,98507,NULL,10/24/2008
5405,Apple Lane,Juneau,AK,99801,NULL,10/26/2008
5407,Cannery Row,Phoenix,AZ,85011,NULL,10/28/2008
5409,Elm Street,Denver,CO,80201,NULL,10/30/2008
5411,Goshen Road,Tallahassee,FL,32301,NULL,11/1/2008
5413,Island Drive,Honolulu,HI,96800-3017,NULL,11/3/2008
5415,King Street,Baton Rouge,LA,70800,NULL,11/5/2008
5417,Maple Street,Annapolis,MD,21400,NULL,11/7/2008
5419,Oak Drive,Carson City,NV,89701,NULL,11/9/2008
5421,Queen Ann Drive,Salem,OR,97301,NULL,11/11/2008
5423,Stoney Way,Austin,TX,73301,NULL,11/13/2008
5425,University Lane,Richmond,VA,23173-1823,NULL,11/15/2008
5427,Willow Road,Charleston,WV,25300,NULL,11/17/2008
5429,Bowery Estates,Montgomery,AL,36100,NULL,11/19/2008
5431,Dogwood Drive,Sacramento,CA,94203,NULL,11/21/2008
5433,Fir Street,Washington,DC,20510-0001,NULL,11/23/2008
5435,The Highlands,Atlanta,GA,30026,NULL,11/25/2008
5437,James Road,Springfield,IL,62700,NULL,11/27/2008
5439,Larch Mont Road,Boston,MA,02138-7190,NULL,11/29/2008
5441,New Pike Road,Trenton,NJ,8600,NULL,12/1/2008
5443,Pine Place,Albany,NY,12200-2837,NULL,12/3/2008
5445,Race Track Road,Harrisburg,PA,17100,NULL,12/5/2008
5447,Tamarack Road,Salt Lake City,UT,84100,NULL,12/7/2008
5449,Valley Road,Olympia,WA,98507,NULL,12/9/2008
5451,Apple Lane,Juneau,AK,99801,NULL,12/11/2008
5453,Cannery Row,Phoenix,AZ,85011,NULL,12/13/2008
5455,Elm Street,Denver,CO,80201,NULL,12/15/2008
5457,Goshen Road,Tallahassee,FL,32301,NULL,12/17/2008
5459,Island Drive,Honolulu,HI,96800-3017,NULL,12/19/2008
5461,King Street,Baton Rouge,LA,70800,NULL,12/21/2008
5463,Maple Street,Annapolis,MD,21400,NULL,12/23/2008
5465,Oak Drive,Carson City,NV,89701,NULL,12/25/2008
5467,Queen Ann Drive,Salem,OR,97301,NULL,12/27/2008
5469,Stoney Way,Austin,TX,73301,NULL,12/29/2008
5471,University Lane,Richmond,VA,23173-1823,NULL,12/31/2008
5473,Willow Road,Charleston,WV,25300,NULL,1/2/2009
5475,Bowery Estates,Montgomery,AL,36100,NULL,1/5/2008
5477,Dogwood Drive,Sacramento,CA,94203,NULL,1/7/2008
5479,Fir Street,Washington,DC,20510-0001,NULL,1/9/2008
5481,The Highlands,Atlanta,GA,30026,NULL,1/11/2008
5483,James Road,Springfield,IL,62700,NULL,1/13/2008
5485,Larch Mont Road,Boston,MA,02138-7190,NULL,1/15/2008
5487,New Pike Road,Trenton,NJ,8600,NULL,1/17/2008
5489,Pine Place,Albany,NY,12200-2837,NULL,1/19/2008
5491,Race Track Road,Harrisburg,PA,17100,NULL,1/21/2008
5493,Tamarack Road,Salt Lake City,UT,84100,NULL,1/23/2008
5495,Valley Road,Olympia,WA,98507,NULL,1/25/2008
5497,Apple Lane,Juneau,AK,99801,NULL,1/27/2008
5499,Cannery Row,Phoenix,AZ,85011,NULL,1/29/2008
5501,Elm Street,Denver,CO,80201,NULL,1/31/2008
5503,Goshen Road,Tallahassee,FL,32301,NULL,2/2/2008
5505,Island Drive,Honolulu,HI,96800-3017,NULL,2/4/2008
5507,King Street,Baton Rouge,LA,70800,NULL,2/6/2008
5509,Maple Street,Annapolis,MD,21400,NULL,2/8/2008
5511,Oak Drive,Carson City,NV,89701,NULL,2/10/2008
5513,Queen Ann Drive,Salem,OR,97301,NULL,2/12/2008
5515,Stoney Way,Austin,TX,73301,NULL,2/14/2008
5517,University Lane,Richmond,VA,23173-1823,NULL,2/16/2008
5519,Willow Road,Charleston,WV,25300,NULL,2/18/2008
5521,Bowery Estates,Montgomery,AL,36100,NULL,2/20/2008
5523,Dogwood Drive,Sacramento,CA,94203,NULL,2/22/2008
5525,Fir Street,Washington,DC,20510-0001,NULL,2/24/2008
5527,The Highlands,Atlanta,GA,30026,NULL,2/26/2008
5529,James Road,Springfield,IL,62700,NULL,2/28/2008
5531,Larch Mont Road,Boston,MA,02138-7190,NULL,3/1/2008
5533,New Pike Road,Trenton,NJ,8600,NULL,3/3/2008
5535,Pine Place,Albany,NY,12200-2837,NULL,3/5/2008
5537,Race Track Road,Harrisburg,PA,17100,NULL,3/7/2008
5539,Tamarack Road,Salt Lake City,UT,84100,NULL,3/9/2008
5541,Valley Road,Olympia,WA,98507,NULL,3/11/2008
5543,Apple Lane,Juneau,AK,99801,NULL,3/13/2008
5545,Cannery Row,Phoenix,AZ,85011,NULL,3/15/2008
5547,Elm Street,Denver,CO,80201,NULL,3/17/2008
5549,Goshen Road,Tallahassee,FL,32301,NULL,3/19/2008
5551,Island Drive,Honolulu,HI,96800-3017,NULL,3/21/2008
5553,King Street,Baton Rouge,LA,70800,NULL,3/23/2008
5555,Maple Street,Annapolis,MD,21400,NULL,3/25/2008
5557,Oak Drive,Carson City,NV,89701,NULL,3/27/2008
5559,Queen Ann Drive,Salem,OR,97301,NULL,3/29/2008
5561,Stoney Way,Austin,TX,73301,NULL,3/31/2008
5563,University Lane,Richmond,VA,23173-1823,NULL,4/2/2008
5565,Willow Road,Charleston,WV,25300,NULL,4/4/2008
5567,Bowery Estates,Montgomery,AL,36100,NULL,4/6/2008
5569,Dogwood Drive,Sacramento,CA,94203,NULL,4/8/2008
5571,Fir Street,Washington,DC,20510-0001,NULL,4/10/2008
5573,The Highlands,Atlanta,GA,30026,NULL,4/12/2008
5575,James Road,Springfield,IL,62700,NULL,4/14/2008
5577,Larch Mont Road,Boston,MA,02138-7190,NULL,4/16/2008
5579,New Pike Road,Trenton,NJ,8600,NULL,4/18/2008
5581,Pine Place,Albany,NY,12200-2837,NULL,4/20/2008
5583,Race Track Road,Harrisburg,PA,17100,NULL,4/22/2008
5585,Tamarack Road,Salt Lake City,UT,84100,NULL,4/24/2008
5587,Valley Road,Olympia,WA,98507,NULL,4/26/2008
5589,Apple Lane,Juneau,AK,99801,NULL,4/28/2008
5591,Cannery Row,Phoenix,AZ,85011,NULL,4/30/2008
5593,Elm Street,Denver,CO,80201,NULL,5/2/2008
5595,Goshen Road,Tallahassee,FL,32301,NULL,5/4/2008
5597,Island Drive,Honolulu,HI,96800-3017,NULL,5/6/2008
5599,King Street,Baton Rouge,LA,70800,NULL,5/8/2008
5601,Maple Street,Annapolis,MD,21400,NULL,5/10/2008
5603,Oak Drive,Carson City,NV,89701,NULL,5/12/2008
5605,Queen Ann Drive,Salem,OR,97301,NULL,5/14/2008
5607,Stoney Way,Austin,TX,73301,NULL,5/16/2008
5609,University Lane,Richmond,VA,23173-1823,NULL,5/18/2008
5611,Willow Road,Charleston,WV,25300,NULL,5/20/2008
5613,Bowery Estates,Montgomery,AL,36100,NULL,5/22/2008
5615,Dogwood Drive,Sacramento,CA,94203,NULL,5/24/2008
5617,Fir Street,Washington,DC,20510-0001,NULL,5/26/2008
5619,The Highlands,Atlanta,GA,30026,NULL,5/28/2008
5621,James Road,Springfield,IL,62700,NULL,5/30/2008
5623,Larch Mont Road,Boston,MA,02138-7190,NULL,6/1/2008
5625,New Pike Road,Trenton,NJ,8600,NULL,6/3/2008
5627,Pine Place,Albany,NY,12200-2837,NULL,6/5/2008
5629,Race Track Road,Harrisburg,PA,17100,NULL,6/7/2008
5631,Tamarack Road,Salt Lake City,UT,84100,NULL,6/9/2008
5633,Valley Road,Olympia,WA,98507,NULL,6/11/2008
5635,Apple Lane,Juneau,AK,99801,NULL,6/13/2008
5637,Cannery Row,Phoenix,AZ,85011,NULL,6/15/2008
5639,Elm Street,Denver,CO,80201,NULL,6/17/2008
5641,Goshen Road,Tallahassee,FL,32301,NULL,6/19/2008
5643,Island Drive,Honolulu,HI,96800-3017,NULL,6/21/2008
5645,King Street,Baton Rouge,LA,70800,NULL,6/23/2008
5647,Maple Street,Annapolis,MD,21400,NULL,6/25/2008
5649,Oak Drive,Carson City,NV,89701,NULL,6/27/2008
5651,Queen Ann Drive,Salem,OR,97301,NULL,6/29/2008
5653,Stoney Way,Austin,TX,73301,NULL,7/1/2008
5655,University Lane,Richmond,VA,23173-1823,NULL,7/3/2008
5657,Willow Road,Charleston,WV,25300,NULL,7/5/2008
5659,Bowery Estates,Montgomery,AL,36100,NULL,7/7/2008
5661,Dogwood Drive,Sacramento,CA,94203,NULL,7/9/2008
5663,Fir Street,Washington,DC,20510-0001,NULL,7/11/2008
5665,The Highlands,Atlanta,GA,30026,NULL,7/13/2008
5667,James Road,Springfield,IL,62700,NULL,7/15/2008
5669,Larch Mont Road,Boston,MA,02138-7190,NULL,7/17/2008
5671,New Pike Road,Trenton,NJ,8600,NULL,7/19/2008
5673,Pine Place,Albany,NY,12200-2837,NULL,7/21/2008
5675,Race Track Road,Harrisburg,PA,17100,NULL,7/23/2008
5677,Tamarack Road,Salt Lake City,UT,84100,NULL,7/25/2008
5679,Valley Road,Olympia,WA,98507,NULL,7/27/2008
5681,Apple Lane,Juneau,AK,99801,NULL,7/29/2008
5683,Cannery Row,Phoenix,AZ,85011,NULL,7/31/2008
5685,Elm Street,Denver,CO,80201,NULL,8/2/2008
5687,Goshen Road,Tallahassee,FL,32301,NULL,8/4/2008
5689,Island Drive,Honolulu,HI,96800-3017,NULL,8/6/2008
5691,King Street,Baton Rouge,LA,70800,NULL,8/8/2008
5693,Maple Street,Annapolis,MD,21400,NULL,8/10/2008
5695,Oak Drive,Carson City,NV,89701,NULL,8/12/2008
5697,Queen Ann Drive,Salem,OR,97301,NULL,8/14/2008
5699,Stoney Way,Austin,TX,73301,NULL,8/16/2008
5701,University Lane,Richmond,VA,23173-1823,NULL,8/18/2008
5703,Willow Road,Charleston,WV,25300,NULL,8/20/2008
5705,Bowery Estates,Montgomery,AL,36100,NULL,8/22/2008
5707,Dogwood Drive,Sacramento,CA,94203,NULL,8/24/2008
5709,Fir Street,Washington,DC,20510-0001,NULL,8/26/2008
5711,The Highlands,Atlanta,GA,30026,NULL,8/28/2008
5713,James Road,Springfield,IL,62700,NULL,8/30/2008
5715,Larch Mont Road,Boston,MA,02138-7190,NULL,9/1/2008
5717,New Pike Road,Trenton,NJ,8600,NULL,9/3/2008
5719,Pine Place,Albany,NY,12200-2837,NULL,9/5/2008
5721,Race Track Road,Harrisburg,PA,17100,NULL,9/7/2008
5723,Tamarack Road,Salt Lake City,UT,84100,NULL,9/9/2008
5725,Valley Road,Olympia,WA,98507,NULL,9/11/2008
5727,Apple Lane,Juneau,AK,99801,NULL,9/13/2008
5729,Cannery Row,Phoenix,AZ,85011,NULL,9/15/2008
5731,Elm Street,Denver,CO,80201,NULL,9/17/2008
5733,Goshen Road,Tallahassee,FL,32301,NULL,9/19/2008
5735,Island Drive,Honolulu,HI,96800-3017,NULL,9/21/2008
5737,King Street,Baton Rouge,LA,70800,NULL,9/23/2008
5739,Maple Street,Annapolis,MD,21400,NULL,9/25/2008
5741,Oak Drive,Carson City,NV,89701,NULL,9/27/2008
5743,Queen Ann Drive,Salem,OR,97301,NULL,9/29/2008
5745,Stoney Way,Austin,TX,73301,NULL,10/1/2008
5747,University Lane,Richmond,VA,23173-1823,NULL,10/3/2008
5749,Willow Road,Charleston,WV,25300,NULL,10/5/2008
5751,Bowery Estates,Montgomery,AL,36100,NULL,10/7/2008
5753,Dogwood Drive,Sacramento,CA,94203,NULL,10/9/2008
5755,Fir Street,Washington,DC,20510-0001,NULL,10/11/2008
5757,The Highlands,Atlanta,GA,30026,NULL,10/13/2008
5759,James Road,Springfield,IL,62700,NULL,10/15/2008
5761,Larch Mont Road,Boston,MA,02138-7190,NULL,10/17/2008
5763,New Pike Road,Trenton,NJ,8600,NULL,10/19/2008
5765,Pine Place,Albany,NY,12200-2837,NULL,10/21/2008
5767,Race Track Road,Harrisburg,PA,17100,NULL,10/23/2008
5769,Tamarack Road,Salt Lake City,UT,84100,NULL,10/25/2008
5771,Valley Road,Olympia,WA,98507,NULL,10/27/2008
5773,Apple Lane,Juneau,AK,99801,NULL,10/29/2008
5775,Cannery Row,Phoenix,AZ,85011,NULL,10/31/2008
5777,Elm Street,Denver,CO,80201,NULL,11/2/2008
5779,Goshen Road,Tallahassee,FL,32301,NULL,11/4/2008
5781,Island Drive,Honolulu,HI,96800-3017,NULL,11/6/2008
5783,King Street,Baton Rouge,LA,70800,NULL,11/8/2008
5785,Maple Street,Annapolis,MD,21400,NULL,11/10/2008
5787,Oak Drive,Carson City,NV,89701,NULL,11/12/2008
5789,Queen Ann Drive,Salem,OR,97301,NULL,11/14/2008
5791,Stoney Way,Austin,TX,73301,NULL,11/16/2008
5793,University Lane,Richmond,VA,23173-1823,NULL,11/18/2008
5795,Willow Road,Charleston,WV,25300,NULL,11/20/2008
5797,Bowery Estates,Montgomery,AL,36100,NULL,11/22/2008
5799,Dogwood Drive,Sacramento,CA,94203,NULL,11/24/2008
5801,Fir Street,Washington,DC,20510-0001,NULL,11/26/2008
5803,The Highlands,Atlanta,GA,30026,NULL,11/28/2008
5805,James Road,Springfield,IL,62700,NULL,11/30/2008
5807,Larch Mont Road,Boston,MA,02138-7190,NULL,12/2/2008
5809,New Pike Road,Trenton,NJ,8600,NULL,12/4/2008
5811,Pine Place,Albany,NY,12200-2837,NULL,12/6/2008
5813,Race Track Road,Harrisburg,PA,17100,NULL,12/8/2008
5815,Tamarack Road,Salt Lake City,UT,84100,NULL,12/10/2008
5817,Valley Road,Olympia,WA,98507,NULL,12/12/2008
5819,Apple Lane,Juneau,AK,99801,NULL,12/14/2008
5821,Cannery Row,Phoenix,AZ,85011,NULL,12/16/2008
5823,Elm Street,Denver,CO,80201,NULL,12/18/2008
5825,Goshen Road,Tallahassee,FL,32301,NULL,12/20/2008
5827,Island Drive,Honolulu,HI,96800-3017,NULL,12/22/2008
5829,King Street,Baton Rouge,LA,70800,NULL,12/24/2008
5831,Maple Street,Annapolis,MD,21400,NULL,12/26/2008
5833,Oak Drive,Carson City,NV,89701,NULL,12/28/2008
5835,Queen Ann Drive,Salem,OR,97301,NULL,12/30/2008
5837,Stoney Way,Austin,TX,73301,NULL,1/1/2009
5839,University Lane,Richmond,VA,23173-1823,NULL,1/3/2009
5841,Willow Road,Charleston,WV,25300,NULL,1/6/2008
5843,Bowery Estates,Montgomery,AL,36100,NULL,1/8/2008
5845,Dogwood Drive,Sacramento,CA,94203,NULL,1/10/2008
5847,Fir Street,Washington,DC,20510-0001,NULL,1/12/2008
5849,The Highlands,Atlanta,GA,30026,NULL,1/14/2008
5851,James Road,Springfield,IL,62700,NULL,1/16/2008
5853,Larch Mont Road,Boston,MA,02138-7190,NULL,1/18/2008
5855,New Pike Road,Trenton,NJ,8600,NULL,1/20/2008
5857,Pine Place,Albany,NY,12200-2837,NULL,1/22/2008
5859,Race Track Road,Harrisburg,PA,17100,NULL,1/24/2008
5861,Tamarack Road,Salt Lake City,UT,84100,NULL,1/26/2008
5863,Valley Road,Olympia,WA,98507,NULL,1/28/2008
5865,Apple Lane,Juneau,AK,99801,NULL,1/30/2008
5867,Cannery Row,Phoenix,AZ,85011,NULL,2/1/2008
5869,Elm Street,Denver,CO,80201,NULL,2/3/2008
5871,Goshen Road,Tallahassee,FL,32301,NULL,2/5/2008
5873,Island Drive,Honolulu,HI,96800-3017,NULL,2/7/2008
5875,King Street,Baton Rouge,LA,70800,NULL,2/9/2008
5877,Maple Street,Annapolis,MD,21400,NULL,2/11/2008
5879,Oak Drive,Carson City,NV,89701,NULL,2/13/2008
5881,Queen Ann Drive,Salem,OR,97301,NULL,2/15/2008
5883,Stoney Way,Austin,TX,73301,NULL,2/17/2008
5885,University Lane,Richmond,VA,23173-1823,NULL,2/19/2008
5887,Willow Road,Charleston,WV,25300,NULL,2/21/2008
5889,Bowery Estates,Montgomery,AL,36100,NULL,2/23/2008
5891,Dogwood Drive,Sacramento,CA,94203,NULL,2/25/2008
5893,Fir Street,Washington,DC,20510-0001,NULL,2/27/2008
5895,The Highlands,Atlanta,GA,30026,NULL,2/29/2008
5897,James Road,Springfield,IL,62700,NULL,3/2/2008
5899,Larch Mont Road,Boston,MA,02138-7190,NULL,3/4/2008
5901,New Pike Road,Trenton,NJ,8600,NULL,3/6/2008
5903,Pine Place,Albany,NY,12200-2837,NULL,3/8/2008
5905,Race Track Road,Harrisburg,PA,17100,NULL,3/10/2008
5907,Tamarack Road,Salt Lake City,UT,84100,NULL,3/12/2008
5909,Valley Road,Olympia,WA,98507,NULL,3/14/2008
5911,Apple Lane,Juneau,AK,99801,NULL,3/16/2008
5913,Cannery Row,Phoenix,AZ,85011,NULL,3/18/2008
5915,Elm Street,Denver,CO,80201,NULL,3/20/2008
5917,Goshen Road,Tallahassee,FL,32301,NULL,3/22/2008
5919,Island Drive,Honolulu,HI,96800-3017,NULL,3/24/2008
5921,King Street,Baton Rouge,LA,70800,NULL,3/26/2008
5923,Maple Street,Annapolis,MD,21400,NULL,3/28/2008
5925,Oak Drive,Carson City,NV,89701,NULL,3/30/2008
5927,Queen Ann Drive,Salem,OR,97301,NULL,4/1/2008
5929,Stoney Way,Austin,TX,73301,NULL,4/3/2008
5931,University Lane,Richmond,VA,23173-1823,NULL,4/5/2008
5933,Willow Road,Charleston,WV,25300,NULL,4/7/2008
5935,Bowery Estates,Montgomery,AL,36100,NULL,4/9/2008
5937,Dogwood Drive,Sacramento,CA,94203,NULL,4/11/2008
5939,Fir Street,Washington,DC,20510-0001,NULL,4/13/2008
5941,The Highlands,Atlanta,GA,30026,NULL,4/15/2008
5943,James Road,Springfield,IL,62700,NULL,4/17/2008
5945,Larch Mont Road,Boston,MA,02138-7190,NULL,4/19/2008
5947,New Pike Road,Trenton,NJ,8600,NULL,4/21/2008
5949,Pine Place,Albany,NY,12200-2837,NULL,4/23/2008
5951,Race Track Road,Harrisburg,PA,17100,NULL,4/25/2008
5953,Tamarack Road,Salt Lake City,UT,84100,NULL,4/27/2008
5955,Valley Road,Olympia,WA,98507,NULL,4/29/2008
5957,Apple Lane,Juneau,AK,99801,NULL,5/1/2008
5959,Cannery Row,Phoenix,AZ,85011,NULL,5/3/2008
5961,Elm Street,Denver,CO,80201,NULL,5/5/2008
5963,Goshen Road,Tallahassee,FL,32301,NULL,5/7/2008
5965,Island Drive,Honolulu,HI,96800-3017,NULL,5/9/2008
5967,King Street,Baton Rouge,LA,70800,NULL,5/11/2008
5969,Maple Street,Annapolis,MD,21400,NULL,5/13/2008
5971,Oak Drive,Carson City,NV,89701,NULL,5/15/2008
5973,Queen Ann Drive,Salem,OR,97301,NULL,5/17/2008
5975,Stoney Way,Austin,TX,73301,NULL,5/19/2008
5977,University Lane,Richmond,VA,23173-1823,NULL,5/21/2008
5979,Willow Road,Charleston,WV,25300,NULL,5/23/2008
5981,Bowery Estates,Montgomery,AL,36100,NULL,5/25/2008
5983,Dogwood Drive,Sacramento,CA,94203,NULL,5/27/2008
5985,Fir Street,Washington,DC,20510-0001,NULL,5/29/2008
5987,The Highlands,Atlanta,GA,30026,NULL,5/31/2008
5989,James Road,Springfield,IL,62700,NULL,6/2/2008
5991,Larch Mont Road,Boston,MA,02138-7190,NULL,6/4/2008
5993,New Pike Road,Trenton,NJ,8600,NULL,6/6/2008
5995,Pine Place,Albany,NY,12200-2837,NULL,6/8/2008
5997,Race Track Road,Harrisburg,PA,17100,NULL,6/10/2008
5999,Tamarack Road,Salt Lake City,UT,84100,NULL,6/12/2008
6001,Valley Road,Olympia,WA,98507,NULL,6/14/2008
6003,Apple Lane,Juneau,AK,99801,NULL,6/16/2008
6005,Cannery Row,Phoenix,AZ,85011,NULL,6/18/2008
6007,Elm Street,Denver,CO,80201,NULL,6/20/2008
6009,Goshen Road,Tallahassee,FL,32301,NULL,6/22/2008
6011,Island Drive,Honolulu,HI,96800-3017,NULL,6/24/2008
6013,King Street,Baton Rouge,LA,70800,NULL,6/26/2008
6015,Maple Street,Annapolis,MD,21400,NULL,6/28/2008
6017,Oak Drive,Carson City,NV,89701,NULL,6/30/2008
6019,Queen Ann Drive,Salem,OR,97301,NULL,7/2/2008
6021,Stoney Way,Austin,TX,73301,NULL,7/4/2008
6023,University Lane,Richmond,VA,23173-1823,NULL,7/6/2008
6025,Willow Road,Charleston,WV,25300,NULL,7/8/2008
6027,Bowery Estates,Montgomery,AL,36100,NULL,7/10/2008
6029,Dogwood Drive,Sacramento,CA,94203,NULL,7/12/2008
6031,Fir Street,Washington,DC,20510-0001,NULL,7/14/2008
6033,The Highlands,Atlanta,GA,30026,NULL,7/16/2008
6035,James Road,Springfield,IL,62700,NULL,7/18/2008
6037,Larch Mont Road,Boston,MA,02138-7190,NULL,7/20/2008
6039,New Pike Road,Trenton,NJ,8600,NULL,7/22/2008
6041,Pine Place,Albany,NY,12200-2837,NULL,7/24/2008
6043,Race Track Road,Harrisburg,PA,17100,NULL,7/26/2008
6045,Tamarack Road,Salt Lake City,UT,84100,NULL,7/28/2008
6047,Valley Road,Olympia,WA,98507,NULL,7/30/2008
6049,Apple Lane,Juneau,AK,99801,NULL,8/1/2008
6051,Cannery Row,Phoenix,AZ,85011,NULL,8/3/2008
6053,Elm Street,Denver,CO,80201,NULL,8/5/2008
6055,Goshen Road,Tallahassee,FL,32301,NULL,8/7/2008
6057,Island Drive,Honolulu,HI,96800-3017,NULL,8/9/2008
6059,King Street,Baton Rouge,LA,70800,NULL,8/11/2008
6061,Maple Street,Annapolis,MD,21400,NULL,8/13/2008
6063,Oak Drive,Carson City,NV,89701,NULL,8/15/2008
6065,Queen Ann Drive,Salem,OR,97301,NULL,8/17/2008
6067,Stoney Way,Austin,TX,73301,NULL,8/19/2008
6069,University Lane,Richmond,VA,23173-1823,NULL,8/21/2008
6071,Willow Road,Charleston,WV,25300,NULL,8/23/2008
6073,Bowery Estates,Montgomery,AL,36100,NULL,8/25/2008
6075,Dogwood Drive,Sacramento,CA,94203,NULL,8/27/2008
6077,Fir Street,Washington,DC,20510-0001,NULL,8/29/2008
6079,The Highlands,Atlanta,GA,30026,NULL,8/31/2008
6081,James Road,Springfield,IL,62700,NULL,9/2/2008
6083,Larch Mont Road,Boston,MA,02138-7190,NULL,9/4/2008
6085,New Pike Road,Trenton,NJ,8600,NULL,9/6/2008
6087,Pine Place,Albany,NY,12200-2837,NULL,9/8/2008
6089,Race Track Road,Harrisburg,PA,17100,NULL,9/10/2008
6091,Tamarack Road,Salt Lake City,UT,84100,NULL,9/12/2008
6093,Valley Road,Olympia,WA,98507,NULL,9/14/2008
6095,Apple Lane,Juneau,AK,99801,NULL,9/16/2008
6097,Cannery Row,Phoenix,AZ,85011,NULL,9/18/2008
6099,Elm Street,Denver,CO,80201,NULL,9/20/2008
6101,Goshen Road,Tallahassee,FL,32301,NULL,9/22/2008
6103,Island Drive,Honolulu,HI,96800-3017,NULL,9/24/2008
6105,King Street,Baton Rouge,LA,70800,NULL,9/26/2008
6107,Maple Street,Annapolis,MD,21400,NULL,9/28/2008
6109,Oak Drive,Carson City,NV,89701,NULL,9/30/2008
6111,Queen Ann Drive,Salem,OR,97301,NULL,10/2/2008
6113,Stoney Way,Austin,TX,73301,NULL,10/4/2008
6115,University Lane,Richmond,VA,23173-1823,NULL,10/6/2008
6117,Willow Road,Charleston,WV,25300,NULL,10/8/2008
6119,Bowery Estates,Montgomery,AL,36100,NULL,10/10/2008
6121,Dogwood Drive,Sacramento,CA,94203,NULL,10/12/2008
6123,Fir Street,Washington,DC,20510-0001,NULL,10/14/2008
6125,The Highlands,Atlanta,GA,30026,NULL,10/16/2008
6127,James Road,Springfield,IL,62700,NULL,10/18/2008
6129,Larch Mont Road,Boston,MA,02138-7190,NULL,10/20/2008
6131,New Pike Road,Trenton,NJ,8600,NULL,10/22/2008
6133,Pine Place,Albany,NY,12200-2837,NULL,10/24/2008
6135,Race Track Road,Harrisburg,PA,17100,NULL,10/26/2008
6137,Tamarack Road,Salt Lake City,UT,84100,NULL,10/28/2008
6139,Valley Road,Olympia,WA,98507,NULL,10/30/2008
6141,Apple Lane,Juneau,AK,99801,NULL,11/1/2008
6143,Cannery Row,Phoenix,AZ,85011,NULL,11/3/2008
6145,Elm Street,Denver,CO,80201,NULL,11/5/2008
6147,Goshen Road,Tallahassee,FL,32301,NULL,11/7/2008
6149,Island Drive,Honolulu,HI,96800-3017,NULL,11/9/2008
6151,King Street,Baton Rouge,LA,70800,NULL,11/11/2008
6153,Maple Street,Annapolis,MD,21400,NULL,11/13/2008
6155,Oak Drive,Carson City,NV,89701,NULL,11/15/2008
6157,Queen Ann Drive,Salem,OR,97301,NULL,11/17/2008
